gender,ug_course,ug_specialization,interests,skills,cgpa,has_certification,certification_title,is_working,masters_field,job_title
Male,BCA,Computer Science,"Business Analysis, Cooking, IT Management","Project Management, SQL, Excel, Git",6.34,Yes,ITIL Foundation,Yes,No Masters,IT Consultant
Male,B.Tech,Design,"Graphic Design, Photography, Creativity","Linux, Git, Photoshop, Prototyping, Sketch",6.34,Yes,Interaction Design Foundation,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,B.Tech,Computer Science,"Sports, Research, Artificial Intelligence, Mathematics","Excel, Python, Deep Learning, Mathematics",9.62,Yes,Deep Learning Specialization,No,MSc in Statistics,AI Research Scientist
Male,BCA,Statistics,"Statistics, Data Analysis, Reading, Machine Learning","R, Machine Learning, Python, Problem Solving, SQL",9.03,Yes,Coursera ML Specialization,No,MSc in Data Science,Data Scientist
Male,B.Tech,Computer Science,"Cyber Security, Ethical Hacking, Cooking, Networking","Git, Linux, Ethical Hacking",8.93,Yes,CompTIA Security+,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BCom,Business Administration,"Business Analysis, Consulting","Excel, Project Management, ERP Systems",6.06,Yes,ITIL Foundation,Yes,No Masters,IT Consultant
Male,BSc,Mathematics,"Data Modeling, Backend, Database Management","Oracle, MySQL, Problem Solving",6.8,Yes,Microsoft SQL Server,Yes,M.Tech in CS,Database Administrator
Female,B.Tech,Mathematics,"Artificial Intelligence, Sports","Mathematics, Machine Learning, Python, Excel, TensorFlow",9.2,No,None,Yes,MSc in Mathematics,Machine Learning Engineer
Male,BCA,Computer Science,"Gaming, Creativity, User Experience","Figma, Sketch, Adobe XD, Photoshop, Prototyping",7.7,No,None,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BSc,Electronics,"Cyber Security, Photography, Networking","Network Security, Python, Linux, Ethical Hacking",9.09,Yes,CISSP,Yes,No Masters,Cybersecurity Analyst
Male,B.Tech,Information Technology,"Data Modeling, Database Management, Backend, Gaming","MongoDB, MySQL, SQL, Teamwork, Oracle",6.25,Yes,Oracle DBA Certification,Yes,No Masters,Database Administrator
Male,BCA,Computer Science,"Web Design, Frontend Development","Linux, CSS, Node.js, React",6.07,No,None,Yes,MCA,Web Developer
Male,BCom,Business Administration,"Photography, Consulting, IT Management, Business Analysis","Project Management, Excel, ERP Systems, Linux, Communication",8.72,Yes,PMP Certification,No,No Masters,IT Consultant
Male,BCom,Information Technology,"Business Analysis, Consulting, Cooking","Teamwork, Excel, ERP Systems, SQL, Communication",8.88,No,None,Yes,MCA,IT Consultant
Male,B.Tech,Electronics,"Music, System Design","Docker, AWS, Kubernetes, Excel",9.32,Yes,HashiCorp Terraform,Yes,M.Tech in CS,DevOps Engineer
Female,B.Tech,Computer Science,"Hardware, System Administration, Travel","SQL, CCNA, Teamwork, Firewalls",6.68,No,None,Yes,No Masters,Network Engineer
Female,BSc,Information Technology,"Gaming, Software Development, Problem Solving, Programming","Java, Problem Solving, Python",8.75,Yes,Microsoft Azure Fundamentals,Yes,M.Tech in CS,Software Engineer
Male,B.Tech,Electronics,"Cloud Infrastructure, Automation, Networking","Linux, Terraform, GCP, Git",8.35,Yes,Google Cloud Professional,Yes,No Masters,Cloud Engineer
Male,BBA,Management,"Market Research, Product Strategy","Communication, Agile, Roadmapping, JIRA, Data Analysis",8.52,Yes,Agile Certified Practitioner,No,M.Tech in CS,Product Manager
Male,BSc,Visual Arts,"Creativity, Gaming, User Experience","Figma, Adobe XD, Sketch",5.96,Yes,Interaction Design Foundation,Yes,No Masters,UI/UX Designer
Male,BBA,Business Administration,"IT Management, Business Analysis","Teamwork, Project Management, Communication, SQL, ERP Systems",6.2,No,None,No,MCA,IT Consultant
Male,B.Tech,Information Technology,"Web Design, Music, Frontend Development, UI Design","Node.js, Problem Solving, Communication",8.5,Yes,Meta Front-End Developer,No,M.Tech in CS,Web Developer
Male,BSc,Information Technology,"Hardware, Photography","Git, Linux, TCP/IP",8.06,No,None,Yes,MS in Telecommunications,Network Engineer
Female,BCA,Information Technology,"Programming, App Development, Design","Java, React Native, Flutter, Excel",6.8,Yes,Flutter Development Bootcamp,Yes,MCA,Mobile App Developer
Male,BSc,Computer Science,"Data Analysis, Business Strategy, Music, Management","Power BI, Excel, Problem Solving, Teamwork",6.21,Yes,Google Data Analytics,Yes,No Masters,Business Analyst
Male,B.Tech,Visual Arts,"Graphic Design, Creativity, Gaming","Adobe XD, Prototyping, Sketch",7.42,Yes,Interaction Design Foundation,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,BCom,Commerce,"Music, Business Strategy","Linux, Project Management, SQL",8.32,Yes,PMI-PBA,No,MCA,Business Analyst
Male,BSc,Information Technology,"Travel, Cloud Infrastructure","GCP, Teamwork, Terraform",7.53,Yes,CompTIA Cloud+,No,MS in Computer Networks,Cloud Engineer
Female,B.Tech,Information Technology,"Cooking, Data Modeling, Backend, Database Management","MongoDB, SQL, Git, Communication",7.02,Yes,Oracle DBA Certification,Yes,No Masters,Database Administrator
Male,B.Tech,Computer Science,"Deep Learning, Artificial Intelligence, Cooking, Research","TensorFlow, Excel, Python, Git, Mathematics",7.68,No,None,No,MSc in Mathematics,Machine Learning Engineer
Female,BBA,Business Administration,"Photography, Data Analysis, Management","Power BI, Excel, Communication, SQL, Problem Solving",7.02,No,None,No,No Masters,Business Analyst
Male,BSc,Computer Science,"Market Research, Product Strategy, Leadership, Reading","JIRA, Roadmapping, Data Analysis, Linux",6.74,Yes,Certified Product Manager,Yes,MS in Product Management,Product Manager
Female,BSc,Mathematics,"Artificial Intelligence, Deep Learning, Reading, Research","TensorFlow, PyTorch, Git",9.06,Yes,Google ML Engineer,Yes,No Masters,Machine Learning Engineer
Male,BSc,Statistics,"Data Analysis, Machine Learning, Music","R, Git, Python, Linux, Tableau",8.08,Yes,Coursera ML Specialization,No,No Masters,Data Scientist
Female,Diploma,Information Technology,"Networking, System Administration, Hardware, Sports","TCP/IP, SQL, CCNA",7.28,No,None,No,No Masters,Network Engineer
Female,BSc,Information Technology,"Hardware, Music, System Administration","CCNA, Linux, Problem Solving",6.87,Yes,Juniper JNCIA,Yes,MS in Telecommunications,Network Engineer
Male,BSc,Information Technology,"Web Design, Frontend Development, Reading","CSS, React, SQL",7.81,No,None,No,M.Tech in CS,Web Developer
Female,BSc,Electronics,"Deep Learning, Artificial Intelligence, Music, Research","Machine Learning, Python, Git, Mathematics",8.53,Yes,Deep Learning Specialization,No,M.Tech in AI,Machine Learning Engineer
Female,BCA,Software Engineering,"Software Development, Travel, Problem Solving","C++, Git, Problem Solving",7.2,No,None,No,No Masters,Software Engineer
Male,B.Tech,Statistics,"Statistics, Data Analysis, Cooking, Machine Learning","Python, Tableau, Machine Learning",8.2,Yes,Google Data Analytics,No,M.Tech in Data Science,Data Scientist
Female,B.Tech,Business Administration,"Market Research, Product Strategy, Leadership","Excel, Communication, JIRA, Data Analysis",6.65,Yes,Scrum Master PSM,No,M.Tech in CS,Product Manager
Male,BSc,Information Technology,"Networking, Travel, System Administration","TCP/IP, CCNA, Linux",6.02,Yes,CompTIA Network+,Yes,M.Tech in Networking,Network Engineer
Female,BSc,Engineering,"Leadership, Product Strategy","Communication, Agile, Roadmapping, Data Analysis",6.88,No,None,No,MS in Product Management,Product Manager
Male,BSc,Information Technology,"Networking, Sports, Cloud Infrastructure, Automation","Terraform, Teamwork, AWS",8.02,No,None,Yes,M.Tech in Cloud,Cloud Engineer
Male,BCom,Computer Science,"IT Management, Business Analysis, Music, Consulting","ERP Systems, Problem Solving, Teamwork",6.16,Yes,ITIL Foundation,Yes,MS in Information Systems,IT Consultant
Female,BCA,Computer Science,"Software Development, Problem Solving, Programming","SQL, C++, Git",7.67,Yes,Microsoft Azure Fundamentals,No,M.Tech in CS,Software Engineer
Male,BSc,Business Administration,"Business Strategy, Data Analysis, Management","Excel, Linux, Project Management",7.99,Yes,Google Data Analytics,Yes,No Masters,Business Analyst
Male,MSc,Mathematics,"Artificial Intelligence, Mathematics","Python, Deep Learning, Mathematics",8.45,Yes,Deep Learning Specialization,Yes,PhD in CS,AI Research Scientist
Male,BCA,Design,"Creativity, Graphic Design, Reading, User Experience","Problem Solving, Sketch, Photoshop, Teamwork",5.9,No,None,No,No Masters,UI/UX Designer
Male,BCA,Information Technology,"Travel, Web Design, UI Design, Frontend Development","JavaScript, Excel, React, CSS",8.87,No,None,Yes,M.Tech in CS,Web Developer
Male,B.Tech,Computer Science,"Photography, Automation","GCP, AWS, Excel",8.62,Yes,CompTIA Cloud+,Yes,No Masters,Cloud Engineer
Male,Diploma,Information Technology,"Hardware, Networking","Problem Solving, Linux, Firewalls, Routing",6.9,Yes,CCNA,No,M.Tech in Networking,Network Engineer
Female,BSc,Information Technology,"Sports, Programming, Problem Solving","Linux, Java, SQL, Communication",9.09,Yes,AWS Certified Developer,Yes,MS in Software Engineering,Software Engineer
Female,B.Tech,Information Technology,"System Design, Automation, Cloud Computing","Linux, Git, Kubernetes",8.98,Yes,AWS DevOps Engineer,No,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Computer Science,"Reading, Data Analysis, Statistics","R, Machine Learning, Git, Teamwork",9.73,No,None,Yes,MSc in Data Science,Data Scientist
Male,B.Tech,Software Engineering,"Gaming, Design, Programming, App Development","React Native, Swift, Flutter",7.78,Yes,Apple Swift Certification,Yes,No Masters,Mobile App Developer
Male,BCA,Information Technology,"Programming, Design, Reading, App Development","Java, Flutter, Kotlin",8.83,Yes,React Native Certificate,No,MCA,Mobile App Developer
Male,BSc,Information Technology,"Cyber Security, Networking","Cryptography, Network Security, Ethical Hacking, Python",6.56,No,None,Yes,No Masters,Cybersecurity Analyst
Male,BCom,Business Administration,"Consulting, Business Analysis","ERP Systems, Project Management, Teamwork",8.59,Yes,ITIL Foundation,Yes,MCA,IT Consultant
Male,BBA,Computer Science,"IT Management, Consulting","Linux, Excel, Project Management, Communication",7.19,Yes,ITIL Foundation,No,MS in Information Systems,IT Consultant
Male,B.Tech,Information Technology,"Cloud Infrastructure, Automation, Photography, Networking","Terraform, Azure, Communication",9.08,No,None,Yes,No Masters,Cloud Engineer
Female,MSc,Physics,"Research, Mathematics, Sports, Artificial Intelligence","Research Writing, Mathematics, Teamwork, Deep Learning",9.82,No,None,No,MSc in Statistics,AI Research Scientist
Male,Diploma,Computer Science,"Travel, System Administration","Routing, CCNA, Linux, Communication, Excel",7.35,Yes,CCNA,Yes,No Masters,Network Engineer
Male,B.Tech,Information Technology,"Automation, Travel, System Design, Cloud Computing","CI/CD, Docker, Git, AWS",8.36,Yes,Kubernetes CKA,Yes,MS in Cloud Computing,DevOps Engineer
Female,B.Tech,Computer Science,"Cloud Infrastructure, Reading, Automation","Terraform, Azure, GCP, Excel, Git",8.48,Yes,CompTIA Cloud+,Yes,M.Tech in Cloud,Cloud Engineer
Female,B.Tech,Engineering,"Music, Leadership","Agile, Git, JIRA, Roadmapping",7.38,Yes,Google Project Management,No,MBA,Product Manager
Female,B.Tech,Electronics,"System Administration, Gaming, Hardware","Git, Linux, TCP/IP",7.27,Yes,Juniper JNCIA,Yes,M.Tech in Networking,Network Engineer
Male,BCA,Web Technology,"Web Design, Frontend Development, UI Design","Node.js, JavaScript, HTML",8.28,Yes,Google UX Design,Yes,No Masters,Web Developer
Male,B.Tech,Visual Arts,"User Experience, Creativity, Cooking","SQL, Adobe XD, Prototyping",7.06,Yes,Google UX Design Certificate,Yes,No Masters,UI/UX Designer
Male,B.Tech,Information Technology,"Web Design, UI Design","Git, JavaScript, CSS, Node.js, React",6.32,Yes,Meta Front-End Developer,No,M.Tech in CS,Web Developer
Male,BSc,Statistics,"Travel, Data Analysis","SQL, Problem Solving, Communication",8.88,Yes,DataCamp Data Scientist,Yes,M.Tech in Data Science,Data Scientist
Female,BSc,Computer Science,"System Design, Cloud Computing, Gaming, Automation","Teamwork, Docker, CI/CD, Kubernetes, AWS",8.55,Yes,Kubernetes CKA,Yes,M.Tech in CS,DevOps Engineer
Male,BSc,Mathematics,"Travel, Data Modeling","Oracle, SQL, MySQL, Teamwork, PostgreSQL",6.27,No,None,Yes,MCA,Database Administrator
Female,BCA,Statistics,"Machine Learning, Travel, Data Analysis","Python, SQL, Teamwork, Machine Learning, R",8.66,Yes,Google Data Analytics,No,M.Tech in Data Science,Data Scientist
Male,BSc,Commerce,"Sports, Data Analysis, Management","SQL, Excel, Communication, Project Management, Power BI",7.91,Yes,Google Data Analytics,Yes,MBA,Business Analyst
Female,B.Tech,Management,"Market Research, Leadership","Roadmapping, Teamwork, Data Analysis, Excel",8.65,Yes,Scrum Master PSM,Yes,MBA,Product Manager
Female,B.Tech,Mathematics,"Artificial Intelligence, Deep Learning, Reading","TensorFlow, Communication, PyTorch, Python, Machine Learning",7.65,No,None,Yes,No Masters,Machine Learning Engineer
Female,BSc,Computer Science,"Sports, Ethical Hacking, Cyber Security","SQL, Ethical Hacking, Python, Linux, Cryptography",8.75,No,None,No,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,BCA,Information Technology,"Programming, App Development, Design, Photography","Communication, Git, Java, Kotlin",6.13,Yes,Google Associate Android Developer,Yes,MCA,Mobile App Developer
Male,B.Tech,Commerce,"Business Strategy, Gaming","SQL, Project Management, Power BI, Excel",8.35,Yes,Google Data Analytics,Yes,MBA,Business Analyst
Male,B.Tech,Information Technology,"Consulting, Business Analysis","Linux, ERP Systems, Git, Excel",8.69,Yes,ITIL Foundation,No,No Masters,IT Consultant
Female,B.Tech,Computer Science,"IT Management, Reading, Consulting, Business Analysis","SQL, Project Management, ERP Systems",7.47,No,None,Yes,MCA,IT Consultant
Male,BSc,Computer Science,"Data Analysis, Business Strategy, Cooking, Management","SQL, Project Management, Excel",8.72,No,None,Yes,MCA,Business Analyst
Female,BSc,Computer Science,"Leadership, Market Research","Communication, JIRA, Roadmapping, Agile",9.31,Yes,Agile Certified Practitioner,Yes,MBA,Product Manager
Female,BCA,Computer Science,"Sports, Database Management","MySQL, Git, MongoDB, PostgreSQL, Oracle",7.63,Yes,Oracle DBA Certification,Yes,M.Tech in CS,Database Administrator
Male,BSc,Computer Science,"Networking, Travel, Automation, Cloud Infrastructure","GCP, Azure, Terraform",9.09,Yes,AWS Solutions Architect,No,M.Tech in Cloud,Cloud Engineer
Female,B.Tech,Mathematics,"Reading, Database Management, Backend","MySQL, MongoDB, SQL, PostgreSQL, Git",6.75,No,None,Yes,MCA,Database Administrator
Male,BSc,Design,"Creativity, User Experience","Git, Photoshop, Figma",7.31,Yes,Google UX Design Certificate,No,MS in Human-Computer Interaction,UI/UX Designer
Female,B.Tech,Computer Science,"Statistics, Reading, Machine Learning, Data Analysis","Tableau, Machine Learning, SQL, Git, R",7.95,Yes,Google Data Analytics,Yes,M.Tech in Data Science,Data Scientist
Male,BCA,Business Administration,"IT Management, Consulting, Business Analysis, Reading","Excel, SQL, Project Management, ERP Systems",8.35,No,None,Yes,MBA,IT Consultant
Male,B.Tech,Information Technology,"Travel, Cyber Security","Ethical Hacking, Linux, SQL",9.05,Yes,CEH Ethical Hacker,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,B.Tech,Computer Science,"Photography, Networking, System Administration","Routing, Teamwork, TCP/IP, Firewalls, SQL",6.01,Yes,CCNP,Yes,MS in Telecommunications,Network Engineer
Female,BSc,Electronics,"Deep Learning, Artificial Intelligence","SQL, Python, Mathematics, Git, Machine Learning",8.46,Yes,AWS ML Specialty,No,MSc in Mathematics,Machine Learning Engineer
Male,BSc,Information Technology,"Cloud Computing, Automation","Problem Solving, CI/CD, Linux",7.41,No,None,Yes,No Masters,DevOps Engineer
Female,B.Tech,Information Technology,"Cloud Computing, System Design, Cooking","Teamwork, Docker, AWS",9.16,Yes,Kubernetes CKA,No,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Electronics,"Travel, Automation, Cloud Infrastructure","GCP, Excel, Azure",9.45,Yes,CompTIA Cloud+,Yes,No Masters,Cloud Engineer
